id	name	centroid	population
x-0	Colombo	[6.922607385271324, 79.86582001955827]	560971
x-1	Moratuwa	[6.839800728154012, 79.88602243050988]	460631
x-2	Kesbewa	[6.868966941357847, 79.92204360346422]	436919
x-3	Kaduwela	[6.880282064996662, 79.96047501250422]	448464
x-4	Homagama	[6.863419492013203, 80.09505385820064]	416979
